domain,length,entropy,label
5gadracgn7ay7r54v1vxvu.top,22,3.6635327548042547,dga
i65nf4ek6y6x57.site,14,3.3248629576173565,dga
cufa.info,4,2.0,legit
co81q6sitv69ef.info,14,3.6644977792004614,dga
fw14gysmj76ci5ft93.top,18,4.058813890331201,dga
5j3uja86vs4s.top,12,3.2516291673878226,dga
cedomoloba.net,10,2.8464393446710154,legit
ladode.com,6,2.2516291673878226,legit
lafemu.info,6,2.584962500721156,legit
2yh9q4jnat0g7ri0.xyz,16,3.875,dga
cebicu.net,6,2.2516291673878226,legit
gve35pqvs2v.xyz,11,3.0271691184406184,dga
us79vzws01ptvqsotqeth.xyz,21,3.7489948035250964,dga
1l8sugfust21k2w2cw1r.info,20,3.5464393446710156,dga
s6be8zqt8ikh2w76.xyz,16,3.75,dga
9oop3jg86x0z0v.top,14,3.521640636343318,dga
folofalu.com,8,2.25,legit
cvdvczhn738jo.top,13,3.3927474104487847,dga
81997h475exbx1lx3e.top,18,3.4613201402110083,dga
molucifofe.net,10,2.9219280948873623,legit
felalubu.net,8,2.5,legit
3qordjgfw80o9dy7084p4.top,21,3.916126946588284,dga
dabe.info,4,2.0,legit
labilibobe.com,10,2.4464393446710155,legit
yefi7tgh5od8vbos.info,16,3.875,dga
euuonmtk1ronw.info,13,3.238901256602631,dga
wg1iq4ofs80qmaa7h7ay.site,20,3.8841837197791893,dga
cadebi.info,6,2.584962500721156,legit
codobuce.org,8,2.5,legit
mvdin9vdp5ecwe0f94ircgc.site,23,3.8820451081368623,dga
decodolube.org,10,2.721928094887362,legit
cufobadado.info,10,2.721928094887362,legit
4n5sydvjnodl5ztkb9.xyz,18,3.8365916681089787,dga
yuxgfat2xrgifl12.site,16,3.5,dga
fw2q4nm8r9ri.info,12,3.4182958340544896,dga
bececemefa.net,10,2.321928094887362,legit
rmi8qatswzza46jzoon4o79.info,23,3.936180434129755,dga
dafe.org,4,2.0,legit
bulo.info,4,2.0,legit
vtuik15ul9w.top,11,3.2776134368191157,dga
bilo.net,4,2.0,legit
lebumi.net,6,2.584962500721156,legit
xdr7ceten7ggo.info,13,3.238901256602631,dga
818pz92t6ytfuvqudhhild.xyz,22,4.004886164091843,dga
comidiceda.net,10,2.721928094887362,legit
dole.com,4,2.0,legit
nkzgge49dbz7.top,12,3.2516291673878226,dga
56ow14tobdbm8y.xyz,14,3.521640636343318,dga
5z75oem32h0y9.xyz,13,3.546593564294939,dga
s6kfrx0xpj7.info,11,3.2776134368191157,dga
uem4h2f4mg8n5ta1h2m.xyz,19,3.6818808028034025,dga
y23ccl9tk51ity5h5984.site,20,3.684183719779189,dga
lemu.org,4,2.0,legit
mocecabemo.net,10,2.5219280948873624,legit
becilubema.org,10,2.9219280948873623,legit
fefula.info,6,2.2516291673878226,legit
dhe078bkuxcj.site,12,3.584962500721156,dga
ovkgf807ssks.xyz,12,3.0220552088742005,dga
domofami.com,8,2.5,legit
lala.info,4,1.0,legit
bimimeca.org,8,2.5,legit
wmjntexu24vlstg9kj.info,18,3.94770277922009,dga
babalu.com,6,1.9182958340544896,legit
bucecumedo.org,10,2.721928094887362,legit
mofa.org,4,2.0,legit
coca.org,4,1.5,legit
cecomuluce.org,10,2.4464393446710155,legit
nexth0yytxbu5mb.top,15,3.3735572622751855,dga
fobafu.info,6,2.2516291673878226,legit
mucofu.com,6,2.2516291673878226,legit
decamalo.com,8,2.75,legit
cudeli.info,6,2.584962500721156,legit
c11y1rfeazxtffo.site,15,3.272905595320056,dga
sn749ahw2ppcuyhyq8s.info,19,3.826874881864638,dga
fecubo.net,6,2.584962500721156,legit
fadilolo.com,8,2.5,legit
coci.org,4,1.5,legit
2h6epnux0e1sjbux.top,16,3.625,dga
lilabumu.com,8,2.5,legit
macecuca.info,8,2.1556390622295662,legit
coba.com,4,2.0,legit
c59pl5s99ov.top,11,2.8453509366224368,dga
du1qkatu1x52v8b2tu.site,18,3.5724312513221195,dga
vv44ci4j38v30d7tu98bn.site,21,3.7489948035250964,dga
laluma.info,6,1.9182958340544896,legit
w9uu9ukltkwiugzh.xyz,16,3.125,dga
dabuda.net,6,1.9182958340544896,legit
defamucimo.com,10,3.1219280948873624,legit
uwkmwzg38f3ankgfkayho1.info,22,3.788754913993503,dga
midimufide.com,10,2.4464393446710155,legit
btchtjq3nhb4lahfp39.info,19,3.6818808028034025,dga
atuth8rbp8jlf8bnyzkcp6x.info,23,4.0559581516151235,dga
1rqlfjerzft207nqldf1vt.xyz,22,3.788754913993503,dga
4poauw49jru5u8mmhsd.top,19,3.787143960698139,dga
sy94evi4mjmaa.info,13,3.238901256602631,dga
bodicimife.com,10,2.8464393446710154,legit
bz4jrvmb5zkt9rom55.site,18,3.4613201402110083,dga
midocefo.info,8,2.75,legit
5kbm98yke4wa8deyp.top,17,3.616874605956222,dga
dufo.com,4,2.0,legit
cababidobo.info,10,2.4464393446710155,legit
jrjedkts2h3tzr685.top,17,3.7345216647797512,dga
b4ysy2p5qw34j38x.site,16,3.625,dga
t68yt0fgwjrnztak5age0.top,21,3.880179922675738,dga
cufedefemo.info,10,2.6464393446710157,legit
bofimi.com,6,2.2516291673878226,legit
qxrig9wsx5cu16.info,14,3.6644977792004614,dga
fodifilede.info,10,2.5219280948873624,legit
4p8v5o19begio0cn3.info,17,3.9698157824268097,dga
befalofume.org,10,2.9219280948873623,legit
comodema.org,8,2.5,legit
zyy94dakf51v.top,12,3.4182958340544896,dga
ljglexs6hx8j18085ztagh7.xyz,23,3.8820451081368623,dga
bolelefomi.com,10,2.721928094887362,legit
mela.org,4,2.0,legit
154ofli2yb3v78480wpn.top,20,4.1219280948873624,dga
ceco.info,4,1.5,legit
moci.net,4,2.0,legit
bife.info,4,2.0,legit
fodo.info,4,1.5,legit
lafemuludo.com,10,2.9219280948873623,legit
badoci.org,6,2.584962500721156,legit
mefufamufe.net,10,2.2464393446710154,legit
fidedocofu.org,10,2.721928094887362,legit
lefefufi.net,8,2.1556390622295662,legit
mulifofa.com,8,2.75,legit
ymqc1a78mx1evuht6t0uz.site,21,4.011365041826379,dga
cacudadaci.com,10,2.1709505944546685,legit
fafadodola.net,10,2.2464393446710154,legit
xa7jdp69d1wmmmevm43vvt0.xyz,23,3.8820451081368623,dga
becolefa.info,8,2.75,legit
ludu.com,4,1.5,legit
h91wlbx3w1n9myxlam2.top,19,3.6163485660751644,dga
dodeli.com,6,2.2516291673878226,legit
a1otovs66l.site,10,2.9219280948873623,dga
qpt16hdxq6whdh2ta3vp8.site,21,3.6897037321995474,dga
molilebo.com,8,2.5,legit
of075n43ra1pp.xyz,13,3.546593564294939,dga
mefalafala.net,10,2.1219280948873624,legit
z16ufzgli4upaqyp2rvt.top,20,4.021928094887363,dga
d93tbzqanec1we8de4cs0l.top,22,4.0614821867207755,dga
bolu.info,4,2.0,legit
lidibemaba.net,10,2.721928094887362,legit
tmhfyvtmb6vlo.top,13,3.238901256602631,dga
b5gu94yt5sd7c.top,13,3.546593564294939,dga
4v8xhl18yfjavqm6.info,16,3.75,dga
zsaybaou1jq.xyz,11,3.2776134368191157,dga
cadufabedu.org,10,2.721928094887362,legit
srzr2x720klbipqf.site,16,3.75,dga
daba.com,4,1.5,legit
iajj28sy2mnutt1wfa6zisd.site,23,4.001822825622231,dga
y1zgqttl1ui.top,11,3.095795255000934,dga
29fhc5sif1tc.xyz,12,3.2516291673878226,dga
caco.org,4,1.5,legit
mflffa1ondfyu7m4m5l4sd.xyz,22,3.6069367321753214,dga
obo1yjwsoyh5.xyz,12,3.0220552088742005,dga
mobu.com,4,2.0,legit
folele.net,6,1.9182958340544896,legit
dmlajcpkzua44wm.info,15,3.506890595608519,dga
cucumi.net,6,1.9182958340544896,legit
2l97tc201qia2y.info,14,3.4677201004744993,dga
bamobu.net,6,2.2516291673878226,legit
cibicofa.org,8,2.5,legit
62661vn6vcy4n0ntk664z.info,21,3.2368573034220742,dga
cacocumobo.org,10,2.3709505944546687,legit
limadumeca.org,10,2.9219280948873623,legit
fude.com,4,2.0,legit
o8sk3596hhr8x8c2.xyz,16,3.577819531114783,dga
fife.org,4,1.5,legit
82t0dmnv9ky71l.site,14,3.807354922057604,dga
delofamu.org,8,3.0,legit
8n1gptc2qwf2hpnw1kinn.site,21,3.6304126608739984,dga
a04fn5fhjzdjjhnkh30.site,19,3.431623565847431,dga
sfw9pnee5dnan3ym5gvn76u.top,23,4.001822825622231,dga
olytsilazcluog5jv.xyz,17,3.6901165175936645,dga
fafebedu.org,8,2.5,legit
bulufecu.net,8,2.4056390622295662,legit
p1cd7u8g6hcsuditn3nz.site,20,3.9219280948873627,dga
felebadufa.info,10,2.721928094887362,legit
mofube.com,6,2.584962500721156,legit
c8agkcklextpcrq8colkwmp.top,23,3.708132064658601,dga
fimo.net,4,2.0,legit
buca.info,4,2.0,legit
lodifobo.net,8,2.4056390622295662,legit
deci.com,4,2.0,legit
cadofodaba.com,10,2.4464393446710155,legit
culo.info,4,2.0,legit
ludicu.net,6,2.2516291673878226,legit
cadi.com,4,2.0,legit
czvk42w6tsz0p.xyz,13,3.546593564294939,dga
dali.info,4,2.0,legit
8d39wkxq6ltih.info,13,3.7004397181410926,dga
cefulimo.com,8,3.0,legit
cilu.net,4,2.0,legit
uzny1qeg9ddvp4wcaq6.top,19,4.037401197654112,dga
cacudefu.org,8,2.5,legit
cadaba.com,6,1.792481250360578,legit
folicobeda.info,10,3.1219280948873624,legit
lafu.info,4,2.0,legit
budo.net,4,2.0,legit
wtxi27vltbhoi.site,13,3.3927474104487847,dga
tu74gtnjukmzkkku740roq.site,22,3.6069367321753214,dga
demu.info,4,2.0,legit
lumubici.org,8,2.5,legit
fedu.net,4,2.0,legit
8bomh7n0femp7l.top,14,3.521640636343318,dga
vkg3c5oaoo3np4vynzlaxa.top,22,3.7544418457133455,dga
fimedacodu.com,10,3.1219280948873624,legit
duda.org,4,1.5,legit
febo.net,4,2.0,legit
fi11z14yac8mxau7mbapow.info,22,3.936260027531527,dga
dilucafu.net,8,2.75,legit
982ulfk1tkzcop.site,14,3.6644977792004614,dga
cefo.info,4,2.0,legit
9960gbfw9fuyas0yf9p7kyk.info,23,3.588354347173233,dga
dicomudocu.org,10,2.5219280948873624,legit
4ivlgtwl1q5flqzmo.site,17,3.6901165175936645,dga
h1wzatvyxnt14c5c.top,16,3.625,dga
cidece.com,6,1.9182958340544896,legit
didulufi.com,8,2.25,legit
camabimu.com,8,2.5,legit
licule.com,6,2.2516291673878226,legit
tunp3jjcfdhjg2ije.top,17,3.6168746059562213,dga
dxzj1xyxaswwt29fn2.info,18,3.6835423624332306,dga
mibebaba.com,8,2.1556390622295662,legit
cadicebu.com,8,2.75,legit
dumofafufo.info,10,2.4464393446710155,legit
duloca.com,6,2.584962500721156,legit
bxelm5l8nwgjxl2l6j.top,18,3.5032583347756456,dga
wxsclzoxv8lsmb.xyz,14,3.3787834934861753,dga
lofodi.net,6,2.2516291673878226,legit
sa28ugzr4c7a.info,12,3.4182958340544896,dga
ecj5b4cpialdtg3kegh5oe.site,22,3.970573095811685,dga
s9im0yltz9atsn1u322n64.site,22,4.004886164091843,dga
67e65n942w6oonzs42aq.xyz,20,3.684183719779189,dga
limodu.info,6,2.584962500721156,legit
dumafebi.info,8,3.0,legit
6p45l3bk80y0avps.top,16,3.75,dga
s2pfvyyp5lwwhgyspzci.top,20,3.6464393446710157,dga
uffepfkdfs95a16i4568.top,20,3.7219280948873625,dga
x2nlu3o3xvmqqbih01z.info,19,3.9321380397593746,dga
lalidumede.info,10,2.721928094887362,legit
6zqygjb1h2obak8ruirdmk.site,22,4.186704345910025,dga
duludefebu.net,10,2.4464393446710155,legit
3mikyi1hfsjqn0iv9urj.site,20,3.9841837197791894,dga
4p39jym6ie.site,10,3.3219280948873626,dga
mafi.info,4,2.0,legit
u3krvbcabbbfukffm4g2.top,20,3.484183719779189,dga
qvkm3x3xohlzcd81ci3w5su.site,23,4.1429146733542535,dga
ncp2viruc70sbovv.top,16,3.577819531114783,dga
49k6dzq5ywsudb.site,14,3.6644977792004614,dga
licicufo.com,8,2.5,legit
bu00t2rjmgilbrooob.xyz,18,3.4193819456463714,dga
eklv3ja41vblqekaw4a.xyz,19,3.471354487013929,dga
8xdbjwuyh6ssqkf8j84s57e.xyz,23,4.023136955868885,dga
y5byy2conyl1.top,12,2.9182958340544896,dga
mufucolo.org,8,2.5,legit
rhqp1m4g6lmjo.top,13,3.546593564294939,dga
p7tv5zkbwwwtp6rdqyb9ro.info,22,3.8796640049025943,dga
bidofubi.info,8,2.5,legit
ized1ipsquzuu2roemigj.top,21,3.7489948035250964,dga
p8nu9tr0h535okzspbvqq5.top,22,4.0614821867207755,dga
mefudedi.net,8,2.5,legit
bimadole.org,8,3.0,legit
bz4h9ill004rfb.top,14,3.2359263506290326,dga
u5140vipy09588588o.top,18,3.350209029099897,dga
dima.info,4,2.0,legit
domi.info,4,2.0,legit
cecibade.com,8,2.5,legit
bifole.info,6,2.584962500721156,legit
qpzphjmbpt35911.info,15,3.456564762130954,dga
focudedu.com,8,2.5,legit
fadafecabi.net,10,2.6464393446710157,legit
mudufodo.info,8,2.25,legit
0oi10037xb2ja7ef.site,16,3.577819531114783,dga
qxzlvu35be4hw43kswi6g.site,21,4.106603137064474,dga
fucu.net,4,1.5,legit
leli.com,4,1.5,legit
mode.org,4,2.0,legit
jvs2ydlkbzxourflafil.site,20,3.9841837197791894,dga
pk8wfrwymqce9w6.site,15,3.589898095464288,dga
sb61lgg7jpm7qw.top,14,3.521640636343318,dga
dvp375hn5ui97pijb.top,17,3.616874605956222,dga
jlif0hd2dug8.top,12,3.4182958340544896,dga
ffonjk677v2ivsx1cy.info,18,3.8365916681089787,dga
modeme.net,6,1.9182958340544896,legit
fgqjfytops2ii7kbcwu4.top,20,4.1219280948873624,dga
comibe.com,6,2.584962500721156,legit
lole.info,4,1.5,legit
9weu7ol7e6k088zfwonvvx.xyz,22,3.913977073182752,dga
bumacu.org,6,2.2516291673878226,legit
3doqn6btan.site,10,3.1219280948873624,dga
hu4p9vuhi8e2.xyz,12,3.2516291673878226,dga
cufafe.com,6,2.2516291673878226,legit
0ij4kpzk0zmpw.site,13,3.0850551027564768,dga
fufefabo.org,8,2.4056390622295662,legit
ethvkb8uc3160rb4.site,16,3.875,dga
fafubifo.com,8,2.4056390622295662,legit
bvn8nn87q94.xyz,11,2.8453509366224368,dga
crm60latr9whv3f3fhflf.top,21,3.6304126608739984,dga
7tzbegpsqp97l57ajbu90.info,21,3.880179922675738,dga
1w9u8xytinbqejbj.top,16,3.75,dga
lefibifa.info,8,2.5,legit
e8vt4m8jcim09q9.xyz,15,3.506890595608519,dga
rqt0pa0cabjx7uvk1p.site,18,3.8365916681089787,dga
camobefi.com,8,3.0,legit
4rv6t5zdtqgj.info,12,3.4182958340544896,dga
delabe.com,6,2.2516291673878226,legit
dofulimi.net,8,2.75,legit
mebade.com,6,2.2516291673878226,legit
calodumuba.info,10,2.9219280948873623,legit
libudofi.com,8,2.75,legit
feca.net,4,2.0,legit
famebebebi.net,10,2.3709505944546687,legit
26rs43fkdnxac0g6t.xyz,17,3.9698157824268097,dga
v0x4sbkxcsjbgnu66w.xyz,18,3.7254805569978675,dga
pxmci6f0vd0qzmadwo233wz.site,23,4.001822825622231,dga
mecabu.info,6,2.584962500721156,legit
docomoba.org,8,2.4056390622295662,legit
z3c98rp18s8bkicv.xyz,16,3.577819531114783,dga
ycem9n4nvtanmh4pnzp9.top,20,3.521928094887363,dga
fedolidebo.net,10,2.721928094887362,legit
ladodicubu.net,10,2.9219280948873623,legit
svup410h9tn4cx.top,14,3.6644977792004614,dga
lifu.info,4,2.0,legit
8xa4edw9dfhxal3g.top,16,3.625,dga
cime.net,4,2.0,legit
53jsjcut6hr.top,11,3.2776134368191157,dga
fafibe.com,6,2.2516291673878226,legit
mabe.net,4,2.0,legit
81uytkisavjd7lovob5.top,19,4.037401197654112,dga
dudube.net,6,1.9182958340544896,legit
skcsv1hjem45paylyctlo.site,21,4.011365041826379,dga
j32f6hl8iz0u2b.top,14,3.6644977792004614,dga
mifa.net,4,2.0,legit
o110bkadawmk.top,12,3.084962500721156,dga
dofaci.org,6,2.584962500721156,legit
mimobicile.net,10,2.6464393446710157,legit
8slljkphcui2qxl.info,15,3.589898095464288,dga
ov5hux9z7zow.xyz,12,3.2516291673878226,dga
zq639lb7l5n3r81d7mx3jp.site,22,4.0614821867207755,dga
t86m9tluoytzi8d.info,15,3.456564762130954,dga
0wsskctqd4kdsbs5fi6erq.info,22,3.823067982273661,dga
z8608cx8fgpwkczv1gagq.info,21,3.7489948035250964,dga
cadebo.com,6,2.584962500721156,legit
9g2ltzegyu5dfn.xyz,14,3.6644977792004614,dga
debofilu.com,8,3.0,legit
lelidu.com,6,2.2516291673878226,legit
docu.com,4,2.0,legit
cobifabe.com,8,2.75,legit
fufalafa.com,8,1.811278124459133,legit
hjckhewbw5yr.top,12,3.2516291673878226,dga
bumacidu.com,8,2.75,legit
2y6o6aobhtp1.xyz,12,3.2516291673878226,dga
4lp8q2h1jbljpk68m44ssg.xyz,22,3.788754913993503,dga
bz299pg3gihadoimzx.info,18,3.7254805569978675,dga
l6rgot5vd7761suyu.info,17,3.7345216647797512,dga
fufodufu.info,8,1.811278124459133,legit
duciduba.info,8,2.5,legit
z5jr0y2efz6r.info,12,3.2516291673878226,dga
a2tib2r4j01te2z5b9a93.xyz,21,3.7849418274376427,dga
gd23hgg9c6gk.top,12,2.9182958340544896,dga
mocofa.com,6,2.2516291673878226,legit
1du10rh735x7codr082uazm.top,23,4.001822825622231,dga
obatg1eauocj.info,12,3.2516291673878226,dga
dacofu.com,6,2.584962500721156,legit
5vgiox56gvxqjyc3.site,16,3.5,dga
76d9nkjhchalolabe7y3.site,20,3.9219280948873627,dga
didi.info,4,1.0,legit
h330kvoskk9.xyz,11,2.8453509366224368,dga
locilolico.net,10,1.9709505944546686,legit
decufafo.com,8,2.75,legit
g1anllbl09agrlzr5ed1.site,20,3.521928094887363,dga
fgffaj815fjda4lci.info,17,3.381580488309163,dga
nu0xgj1qq81x.site,12,3.084962500721156,dga
g71v4jsatpt5qh.site,14,3.6644977792004614,dga
cabo.net,4,2.0,legit
cobo.com,4,1.5,legit
maubxcu2o5z.info,11,3.2776134368191157,dga
dacubididu.info,10,2.4464393446710155,legit
cociboba.net,8,2.25,legit
jspketv82dib.site,12,3.584962500721156,dga
2rgepku44cy5pr.info,14,3.3787834934861753,dga
rm59pd1nym7swiz0srph.info,20,3.9219280948873627,dga
bicuci.info,6,1.9182958340544896,legit
zgu9et83z0pp9k4.site,15,3.506890595608519,dga
mifofilado.org,10,2.721928094887362,legit
gb3nd63hxyq48o4dng5uto7.info,23,4.001822825622231,dga
mqi09mttft38ly1g.top,16,3.577819531114783,dga
febulefifa.net,10,2.6464393446710157,legit
ajqt4hs0l5p.site,11,3.4594316186372973,dga
fomudamofi.com,10,2.721928094887362,legit
wsnv69rf6nqn3qch.site,16,3.452819531114783,dga
gpkga2idlh.site,10,3.1219280948873624,dga
tklx6ohmip5b.info,12,3.584962500721156,dga
debido.info,6,2.2516291673878226,legit
brt24lybnl0wugo.top,15,3.640223928941852,dga
7i0u24iqlusmf0xlzyob.top,20,3.9219280948873627,dga
z7g3fwgzakui6y.top,14,3.521640636343318,dga
8u0bvo2b58.top,10,2.9219280948873623,dga
lomedecumi.net,10,2.9219280948873623,legit
fidediba.net,8,2.5,legit
b2u0j0n064di7.site,13,3.334679141051595,dga
n1j2itzpjbo2q5z33.info,17,3.616874605956222,dga
zv14wzze7ssm9zg.site,15,3.240223928941852,dga
zto1fgan4eio72.site,14,3.6644977792004614,dga
dl2iazmtufhkp.xyz,13,3.7004397181410926,dga
lofamodibu.com,10,3.1219280948873624,legit
js6eolmv2b2ep7s9kj9u.xyz,20,3.8219280948873626,dga
2ae5emdjnifl9.site,13,3.546593564294939,dga
labeba.com,6,1.9182958340544896,legit
facide.org,6,2.584962500721156,legit
qn6c3be3yvzmzcaq.site,16,3.5,dga
fucolodafa.org,10,2.721928094887362,legit
ghnmlwbfjrwwk6p6ega7.info,20,3.8841837197791893,dga
it7i1jkue98hluj.site,15,3.506890595608519,dga
gw9xhro199brblrtvwa.site,19,3.5368867237421675,dga
defocuda.net,8,2.75,legit
bufomibu.org,8,2.5,legit
ffb1ajb8fybi3wlpotm8.top,20,3.746439344671016,dga
eorizhjn2jruah7t.top,16,3.625,dga
bolucedo.org,8,2.75,legit
lofofufo.info,8,1.811278124459133,legit
calabudo.info,8,2.75,legit
mubu.org,4,1.5,legit
budobila.net,8,2.75,legit
ismx89un37lhspnvl.top,17,3.7345216647797512,dga
ihuuenauv4.xyz,10,2.8464393446710154,dga
ficifalebe.net,10,2.721928094887362,legit
8outgfzu5lymq5wv2x.site,18,3.94770277922009,dga
bacici.com,6,1.9182958340544896,legit
rx3yr5v3zrvmxp1x4rzy6ye.site,23,3.5013978254341027,dga
cidemu.org,6,2.584962500721156,legit
bofadafa.info,8,2.1556390622295662,legit
dibu.com,4,2.0,legit
melofuma.com,8,2.75,legit
ku0zkhi804eynint14ktm.info,21,3.6897037321995474,dga
3x0948npf7.site,10,3.3219280948873626,dga
defada.net,6,1.9182958340544896,legit
cadubi.com,6,2.584962500721156,legit
1rvrrgqz3pm7vlu9aae.top,19,3.787143960698139,dga
lelofaboma.org,10,2.721928094887362,legit
mebecaco.org,8,2.5,legit
sjtxa99jhcaz8.info,13,3.238901256602631,dga
locuco.org,6,1.9182958340544896,legit
lufedo.org,6,2.584962500721156,legit
cedofobe.info,8,2.5,legit
lofoco.info,6,1.792481250360578,legit
mucidi.com,6,2.2516291673878226,legit
mebufafe.com,8,2.5,legit
dadoledi.info,8,2.4056390622295662,legit
vkp3eac074ye0q8h8b24ds.xyz,22,4.095795255000934,dga
molicilu.org,8,2.5,legit
qql945p7my.top,10,3.1219280948873624,dga
5zpjag1ol73d9ph3i3.xyz,18,3.794653473544342,dga
x9x39ifetz4700eiue2.xyz,19,3.5766176449086657,dga
v19zxktcyjihuw14iu1lllh.xyz,23,3.8492239123906247,dga
6t9usoj7309n0wiqr4h0f6.site,22,4.0614821867207755,dga
ful1fcxo2dimcc3e1uaa4qf.site,23,3.8492239123906247,dga
r9gp9it02f6n.xyz,12,3.4182958340544896,dga
g8fpx662jhf2b86.site,15,3.1898980954642875,dga
s0z9tuwar7jz2n82wzm.site,19,3.787143960698139,dga
6fzx6apk6i2klj4w.info,16,3.577819531114783,dga
fidebu.info,6,2.584962500721156,legit
a8ircd9si5.xyz,10,3.1219280948873624,dga
defomudu.info,8,2.5,legit
fgzsgpoqltv377riu1xjcy.xyz,22,4.277613436819116,dga
laca.org,4,1.5,legit
milabi.info,6,2.2516291673878226,legit
0q5ahzmqilhpic.top,14,3.3787834934861753,dga
mimadibi.com,8,2.1556390622295662,legit
sxwfcktvgcfcamkz5g.xyz,18,3.5724312513221195,dga
debo.info,4,2.0,legit
mumubu.info,6,1.4591479170272448,legit
kjhfx92f9ruknx.top,14,3.2359263506290326,dga
u1ybperh8h9.site,11,3.2776134368191157,dga
o08capdedi2lscuw.site,16,3.75,dga
docomubidu.net,10,2.721928094887362,legit
mibomofofu.com,10,2.4464393446710155,legit
4hw30zaxo6s.top,11,3.4594316186372973,dga
docudo.com,6,1.9182958340544896,legit
gag4c4xz8gqk9p.info,14,3.3248629576173565,dga
tfc8vyi78snf69t7vkbb8.info,21,3.6897037321995474,dga
rs7esie3qk6g5os.top,15,3.456564762130954,dga
opcezinrhanha0g.xyz,15,3.506890595608519,dga
w89z4iqa6jijyrdxp03l2w3.info,23,4.1757358691004915,dga
bobode.info,6,1.9182958340544896,legit
irtr5jek1r0t4.site,13,3.180832987205441,dga
e8tgovl8wwpxvj.info,14,3.3787834934861753,dga
1zh34dz5pz.top,10,2.8464393446710154,dga
5odsxfx348kxx.site,13,3.085055102756477,dga
n6zv9dkyaf.info,10,3.3219280948873626,dga
cedabudefe.info,10,2.6464393446710157,legit
rzfxz3potfcf.xyz,12,3.0220552088742005,dga
ceme.com,4,1.5,legit
lafobeme.info,8,2.75,legit
bica.info,4,2.0,legit
bumedila.info,8,3.0,legit
n0d9uqu0z21zqdr.info,15,3.240223928941852,dga
libafemu.org,8,3.0,legit
4jnucydx14ndnb.top,14,3.1820058147602133,dga
codi.info,4,2.0,legit
mumicafibo.net,10,2.9219280948873623,legit
cifefufolo.com,10,2.6464393446710157,legit
bucofadaba.info,10,2.6464393446710157,legit
comocufefa.info,10,2.721928094887362,legit
luculucaco.com,10,2.1709505944546685,legit
fofoca.net,6,1.9182958340544896,legit
2aeqk1ibn3d638kgf0dkbq.top,22,3.8796640049025943,dga
moma.net,4,1.5,legit
a8ag47z459i.info,11,3.095795255000934,dga
cofumolu.info,8,2.5,legit
bkuyroq4hi85fvoevyy.info,19,3.787143960698139,dga
fumuleba.net,8,2.75,legit
medobaba.org,8,2.5,legit
difefabu.com,8,2.75,legit
cufu.com,4,1.5,legit
ceci.net,4,1.5,legit
lofacadala.com,10,2.321928094887362,legit
mafebebi.info,8,2.5,legit
yxdofkf9dqf7q2jsj1rlo0t.site,23,3.9690016298759927,dga
h2xf7y6ky9yckv.xyz,14,3.3248629576173565,dga
9eoq0y2z1ubyh8ae.site,16,3.75,dga
lomocibi.net,8,2.5,legit
mk5g05tpn9dbwqw.top,15,3.640223928941852,dga
mibe.com,4,2.0,legit
fulodi.org,6,2.584962500721156,legit
sg0ygjn5sd54rpolu1ln6sh.info,23,3.9690016298759927,dga
bibu.info,4,1.5,legit
mido.com,4,2.0,legit
zs8ssqghzmf95mi7c44gho.site,22,3.788754913993503,dga
molocubo.net,8,2.4056390622295662,legit
lqdyx8o82j4jv6eljucvyz.top,22,3.8796640049025943,dga
mimo.net,4,1.5,legit
bodemi.org,6,2.584962500721156,legit
bafudida.info,8,2.5,legit
e45d1jn3lyxi3mwrmvicdri.site,23,3.9690016298759927,dga
ducibifi.com,8,2.4056390622295662,legit
j7pdzuib5sq0.info,12,3.584962500721156,dga
lulideduma.com,10,2.721928094887362,legit
defimofico.org,10,2.721928094887362,legit
cmkribqr9l.xyz,10,3.1219280948873624,dga
2hwywylah3xm2ao.top,15,3.240223928941852,dga
at44qiu8xg45mio6ijo.site,19,3.6421498816369042,dga
bomabe.net,6,2.2516291673878226,legit
smzlr7571gdphohdc.xyz,17,3.7345216647797512,dga
u96gzvbkxr.top,10,3.3219280948873626,dga
culufife.com,8,2.5,legit
03b9b0fitp6xi.info,13,3.238901256602631,dga
foce.com,4,2.0,legit
cefelubo.com,8,2.75,legit
bhacipfrjaag8v.info,14,3.4677201004744993,dga
mebo.net,4,2.0,legit
za6541ze8oay4h8w.info,16,3.5,dga
cw033uz332jjy0.xyz,14,2.950212064914747,dga
upu3469fg1e.top,11,3.2776134368191157,dga
ledalime.info,8,2.5,legit
dafe.org,4,2.0,legit
irtze4y4l67qiuwzecbkog.xyz,22,4.095795255000934,dga
ejuuaj3j5uh0q.info,13,2.9689185639620974,dga
fadadi.org,6,1.9182958340544896,legit
lulu.net,4,1.0,legit
licemu.info,6,2.584962500721156,legit
ei7tdnop43g8d.site,13,3.546593564294939,dga
foba.com,4,2.0,legit
bacudomo.net,8,2.75,legit
dacide.org,6,2.2516291673878226,legit
33vfum10n229bxiita.info,18,3.8365916681089787,dga
bedace.org,6,2.2516291673878226,legit
mabudile.info,8,3.0,legit
xe2kc6q0s7wz.xyz,12,3.584962500721156,dga
fucoleba.com,8,3.0,legit
fopxm8likt3ffoyac0b7j35.site,23,4.1429146733542535,dga
0truwzf9u5dzt35hx.top,17,3.616874605956222,dga
libafe.net,6,2.584962500721156,legit
062qcdp9ajgsy.xyz,13,3.7004397181410926,dga
libe.net,4,2.0,legit
